,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
50389,I have an anxiety disorder,"Developer, embedded applications or devices",500 to 999 employees,Spain,Fully remote,25000.0
50421,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Academic researcher,20 to 99 employees,Sweden,Full in-person,402000.0
50444,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",I don’t know,United States of America,Fully remote,180000.0
50444,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,I don’t know,United States of America,Fully remote,180000.0
50445,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,Fully remote,120.0
50448,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50448,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50448,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50448,I have an anxiety disorder,"Developer, full-stack","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50448,I have an anxiety disorder,DevOps specialist,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50448,I have an anxiety disorder,Cloud infrastructure engineer,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
50467,I have an anxiety disorder,"Developer, front-end",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Engineer, site reliability",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Developer, full-stack",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Developer, back-end",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Developer, desktop or enterprise applications",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Developer, mobile",2 to 9 employees,United States of America,Fully remote,100000.0
50467,I have an anxiety disorder,"Developer, game or graphics",2 to 9 employees,United States of America,Fully remote,100000.0
50478,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Italy,"Hybrid (some remote, some in-person)",45000.0
50478,I have an anxiety disorder,DevOps specialist,100 to 499 employees,Italy,"Hybrid (some remote, some in-person)",45000.0
50478,I have an anxiety disorder,System administrator,100 to 499 employees,Italy,"Hybrid (some remote, some in-person)",45000.0
50486,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,190.0
50486,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,"5,000 to 9,999 employees",United States of America,Fully remote,190.0
50486,I have an anxiety disorder,"Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,190.0
50486,I have an anxiety disorder,Engineering manager,"5,000 to 9,999 employees",United States of America,Fully remote,190.0
50523,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,60000.0
50567,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,270000.0
50567,I have an anxiety disorder,"Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,270000.0
50570,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",72000.0
50584,I have an anxiety disorder,Engineering manager,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",65000.0
50606,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Canada,"Hybrid (some remote, some in-person)",160000.0
50606,I have an anxiety disorder,Designer,100 to 499 employees,Canada,"Hybrid (some remote, some in-person)",160000.0
50611,I have an anxiety disorder,"Developer, front-end",500 to 999 employees,Canada,Fully remote,150000.0
50611,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,Canada,Fully remote,150000.0
50622,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",170000.0
50622,I have an anxiety disorder,"Developer, mobile","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",170000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50639,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",85000.0
50651,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",10 to 19 employees,United States of America,Fully remote,120000.0
50656,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,25000.0
50656,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,25000.0
50656,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,25000.0
50656,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,25000.0
50656,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,25000.0
50668,I have an anxiety disorder,"Developer, mobile","10,000 or more employees",Canada,Fully remote,160000.0
50668,I have an anxiety disorder,Designer,"10,000 or more employees",Canada,Fully remote,160000.0
50672,I have an anxiety disorder,"Developer, full-stack",2 to 9 employees,United States of America,Fully remote,165000.0
50672,I have an anxiety disorder,"Developer, QA or test",2 to 9 employees,United States of America,Fully remote,165000.0
50672,I have an anxiety disorder,Database administrator,2 to 9 employees,United States of America,Fully remote,165000.0
50672,I have an anxiety disorder,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,United States of America,Fully remote,165000.0
50690,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,82000.0
50712,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United States of America,Fully remote,158000.0
50712,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",500 to 999 employees,United States of America,Fully remote,158000.0
50712,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,500 to 999 employees,United States of America,Fully remote,158000.0
50712,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,Fully remote,158000.0
50712,I have an anxiety disorder,"Developer, QA or test",500 to 999 employees,United States of America,Fully remote,158000.0
50712,I have an anxiety disorder,Engineering manager,500 to 999 employees,United States of America,Fully remote,158000.0
50717,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,55558.0
50724,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,Canada,Fully remote,116000.0
50725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",100 to 499 employees,United States of America,Fully remote,94625.0
50725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,100 to 499 employees,United States of America,Fully remote,94625.0
50725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,United States of America,Fully remote,94625.0
50725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United States of America,Fully remote,94625.0
50778,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,180000.0
50778,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,180000.0
50778,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,180000.0
50781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",500 to 999 employees,Canada,Fully remote,155000.0
50781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",500 to 999 employees,Canada,Fully remote,155000.0
50781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",500 to 999 employees,Canada,Fully remote,155000.0
50783,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",43000.0
50783,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",43000.0
50783,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",43000.0
50783,I have an anxiety disorder,System administrator,20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",43000.0
50785,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50785,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50785,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50785,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50785,I have an anxiety disorder,"Developer, mobile",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50785,I have an anxiety disorder,"Developer, embedded applications or devices",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
50816,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,155000.0
50816,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,155000.0
50816,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,155000.0
50816,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,100 to 499 employees,United States of America,Fully remote,155000.0
50816,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,100 to 499 employees,United States of America,Fully remote,155000.0
50816,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,155000.0
50816,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,155000.0
50816,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,155000.0
50816,I have an anxiety disorder,Engineering manager,100 to 499 employees,United States of America,Fully remote,155000.0
50816,I have an anxiety disorder,Project manager,100 to 499 employees,United States of America,Fully remote,155000.0
50817,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
50825,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",80000.0
50837,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","10,000 or more employees",Germany,Fully remote,50000.0
50837,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",Germany,Fully remote,50000.0
50837,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",Germany,Fully remote,50000.0
50837,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test","10,000 or more employees",Germany,Fully remote,50000.0
50844,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,155850.0
50845,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",83000.0
50845,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",83000.0
50859,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,135000.0
50859,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,135000.0
50865,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,263000.0
50865,I have an anxiety disorder,"Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,263000.0
50868,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",120000.0
50868,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",120000.0
50868,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",120000.0
50868,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",120000.0
50868,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",120000.0
50879,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",20 to 99 employees,United States of America,Fully remote,131000.0
50879,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United States of America,Fully remote,131000.0
50879,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United States of America,Fully remote,131000.0
50879,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,131000.0
50879,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,131000.0
50879,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,131000.0
50888,I have an anxiety disorder,Data scientist or machine learning specialist,100 to 499 employees,United States of America,Fully remote,130000.0
50888,I have an anxiety disorder,"Engineer, data",100 to 499 employees,United States of America,Fully remote,130000.0
50888,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,130000.0
50888,I have an anxiety disorder,Scientist,100 to 499 employees,United States of America,Fully remote,130000.0
50890,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","10,000 or more employees",United States of America,Fully remote,135000.0
50890,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","10,000 or more employees",United States of America,Fully remote,135000.0
50890,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","10,000 or more employees",United States of America,Fully remote,135000.0
50890,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",United States of America,Fully remote,135000.0
50890,I have an anxiety disorder,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,Fully remote,135000.0
50890,I have an anxiety disorder,"Developer, embedded applications or devices","10,000 or more employees",United States of America,Fully remote,135000.0
50899,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,United States of America,Fully remote,175200.0
50899,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,United States of America,Fully remote,175200.0
50899,I have an anxiety disorder,"Developer, full-stack",10 to 19 employees,United States of America,Fully remote,175200.0
50899,I have an anxiety disorder,"Developer, back-end",10 to 19 employees,United States of America,Fully remote,175200.0
50926,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50926,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50926,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,"Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50926,I have an anxiety disorder,DevOps specialist,"Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50926,I have an anxiety disorder,"Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50926,I have an anxiety disorder,Project manager,"Just me - I am a freelancer, sole proprietor, etc.",Italy,Fully remote,200000.0
50956,I have an anxiety disorder,"Developer, front-end",2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,"Developer, full-stack",2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,Engineering manager,2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,"Developer, game or graphics",2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,Project manager,2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,Designer,2 to 9 employees,United States of America,Fully remote,50000.0
50956,I have an anxiety disorder,Marketing or sales professional,2 to 9 employees,United States of America,Fully remote,50000.0
50966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,225000.0
50966,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,225000.0
50984,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",100 to 499 employees,United States of America,Fully remote,170000.0
50984,I have an anxiety disorder,"Engineer, data",100 to 499 employees,United States of America,Fully remote,170000.0
50990,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,155000.0
50990,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,100 to 499 employees,United States of America,Fully remote,155000.0
50990,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,155000.0
50990,I have an anxiety disorder,Engineering manager,100 to 499 employees,United States of America,Fully remote,155000.0
51044,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United States of America,Fully remote,180000.0
51055,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,Canada,Fully remote,133500.0
51055,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",2 to 9 employees,Canada,Fully remote,133500.0
51074,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,Canada,Fully remote,140000.0
51074,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",20 to 99 employees,Canada,Fully remote,140000.0
51087,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",United States of America,Fully remote,120000.0
51096,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",130000.0
51096,I have an anxiety disorder,"Developer, embedded applications or devices","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",130000.0
51109,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",8000.0
51109,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Student,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",8000.0
51109,I have an anxiety disorder,"Engineer, data",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",8000.0
51109,I have an anxiety disorder,Student,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",8000.0
51124,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,United States of America,Fully remote,37000.0
51124,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",2 to 9 employees,United States of America,Fully remote,37000.0
51124,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,United States of America,Fully remote,37000.0
51125,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",86000.0
51125,I have an anxiety disorder,"Engineer, data","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",86000.0
51125,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",86000.0
51125,I have an anxiety disorder,"Developer, back-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",86000.0
51158,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,210000.0
51158,I have an anxiety disorder,Cloud infrastructure engineer,20 to 99 employees,United States of America,Fully remote,210000.0
51164,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",Netherlands,"Hybrid (some remote, some in-person)",150000.0
51169,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51169,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51169,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51169,I have an anxiety disorder,"Developer, back-end",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51169,I have an anxiety disorder,"Developer, desktop or enterprise applications",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51169,I have an anxiety disorder,"Developer, game or graphics",2 to 9 employees,Germany,"Hybrid (some remote, some in-person)",48000.0
51204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data","10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",110000.0
51204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",110000.0
51204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,"10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",110000.0
51204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",110000.0
51204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",110000.0
51208,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51208,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51208,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51208,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51208,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51208,I have an anxiety disorder,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",United States of America,Fully remote,80000.0
51219,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51219,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51219,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51219,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51219,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51219,I have an anxiety disorder,"Developer, QA or test",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",80000.0
51220,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",68000.0
51220,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",68000.0
51230,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,Canada,Full in-person,36000.0
51230,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",2 to 9 employees,Canada,Full in-person,36000.0
51230,I have an anxiety disorder,"Developer, front-end",2 to 9 employees,Canada,Full in-person,36000.0
51230,I have an anxiety disorder,"Engineer, site reliability",2 to 9 employees,Canada,Full in-person,36000.0
51232,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United States of America,Fully remote,140000.0
51232,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,140000.0
51252,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
51252,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Academic researcher,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
51252,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Blockchain,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
51252,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
51254,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",100 to 499 employees,United States of America,Fully remote,218000.0
